serv_line_code,serv_line_desc,p_id,unit_area,area_desc,pip_iso_no,client_dwg_no,constn_area,lb_sb,sheet_no,total_sheets,rev_no,line_no,line_class,material,item_code,commodity_code,spool_category,spool_no,spool_no1,size,group_size,qty,item_no,fitting_length,total_length,bolt_length,group_1,group_2,mat_description,schedule_1,schedule_2,painting_specs,insul_type,insul_thk,insul_pipe_size,insul_lm_untraced,insul_lm_traced,test_pressure,tp_no,tp_type_of_test,tp_f_s,priority_timing,priority_no,tp_priority_timing,tp_priority_no,painting_primer_s,painting_top_coat_s,piping_class,field_desc,mat_location,iso_lb_sb,remarks1
GF,CHD UNIT,COHD-P5-,066,CHD UNIT,GF-032-P,032A2-L-,032B,LB,01,01,02,"6""-GF-3",A,CS,L42D09,,SPOOL,GF-032B-,02,6X4,"2"" to 6",      1.0000,3,    140.0000,      0.1400,      0.0000,FITTINGS,REDUCER,CONC RED,STD,STD,ME-SPC-0,HC,40,6.0 Inch,      0.0000,      0.1400,29.4,032-028-,H,F,TA-2013,P1 (inte,,,      0.073975888,      0.073975888,A/G,BROWN,SHOP,LB,
